Date,Open,High,Low,Close,Adj_Close,Volume,Ticker
2019-07-25,64.03500366210938,64.03500366210938,64.03500366210938,64.03500366210938,64.03500366210938,0,VWRP.L
2019-07-26,64.51000213623047,64.51000213623047,64.51000213623047,64.6449966430664,64.6449966430664,1,VWRP.L
2019-07-29,65.0,65.0,65.0,65.45999908447266,65.45999908447266,51,VWRP.L
2019-07-30,65.48999786376953,65.48999786376953,65.48999786376953,65.48999786376953,65.48999786376953,0,VWRP.L
2019-07-31,65.19499969482422,65.19499969482422,65.19499969482422,65.19499969482422,65.19499969482422,0,VWRP.L
2019-08-01,65.61499786376953,65.61499786376953,65.61499786376953,65.61499786376953,65.61499786376953,0,VWRP.L
2019-08-02,64.37999725341797,64.37999725341797,64.37999725341797,63.900001525878906,63.900001525878906,911,VWRP.L
2019-08-05,63.02000045776367,63.02000045776367,63.02000045776367,62.53499984741211,62.53499984741211,5,VWRP.L
2019-08-06,62.130001068115234,62.20000076293945,62.130001068115234,62.275001525878906,62.275001525878906,560,VWRP.L
2019-08-07,62.400001525878906,62.400001525878906,62.400001525878906,62.369998931884766,62.369998931884766,97,VWRP.L
2019-08-08,63.65499877929688,63.65499877929688,63.65499877929688,63.65499877929688,63.65499877929688,0,VWRP.L
2019-08-09,64.12999725341797,64.12999725341797,64.12999725341797,63.48500061035156,63.48500061035156,15,VWRP.L
2019-08-12,63.400001525878906,63.400001525878906,63.400001525878906,63.375,63.375,400,VWRP.L
2019-08-13,62.9900016784668,63.95000076293945,62.9900016784668,63.915000915527344,63.915000915527344,1063,VWRP.L
2019-08-14,62.84999847412109,63.709999084472656,62.84999847412109,62.619998931884766,62.619998931884766,604,VWRP.L
2019-08-15,63.09999847412109,63.09999847412109,63.09999847412109,62.05500030517578,62.05500030517578,761,VWRP.L
2019-08-16,62.72999954223633,62.72999954223633,62.72999954223633,62.72999954223633,62.72999954223633,0,VWRP.L
2019-08-19,63.5099983215332,63.5099983215332,63.5099983215332,63.5099983215332,63.5099983215332,0,VWRP.L
2019-08-20,63.709999084472656,63.709999084472656,63.709999084472656,63.244998931884766,63.244998931884766,30,VWRP.L
2019-08-21,63.619998931884766,63.619998931884766,63.619998931884766,63.619998931884766,63.619998931884766,0,VWRP.L
2019-08-22,63.5,63.61000061035156,63.459999084472656,62.72999954223633,62.72999954223633,1681,VWRP.L
2019-08-23,62.07500076293945,62.07500076293945,62.07500076293945,62.07500076293945,62.07500076293945,0,VWRP.L
2019-08-27,62.33000183105469,62.36000061035156,62.150001525878906,61.959999084472656,61.959999084472656,1406,VWRP.L
2019-08-28,62.0,62.0,62.0,62.400001525878906,62.400001525878906,40,VWRP.L
2019-08-29,63.18000030517578,63.18000030517578,63.18000030517578,63.255001068115234,63.255001068115234,3,VWRP.L
2019-08-30,63.290000915527344,63.290000915527344,63.290000915527344,63.290000915527344,63.290000915527344,0,VWRP.L
2019-09-02,63.88999938964844,63.88999938964844,63.88999938964844,63.88999938964844,63.88999938964844,0,VWRP.L
2019-09-03,64.05000305175781,64.05000305175781,64.05000305175781,63.560001373291016,63.560001373291016,81,VWRP.L
2019-09-04,63.77000045776367,63.77000045776367,63.77000045776367,63.790000915527344,63.790000915527344,84,VWRP.L
2019-09-05,63.90999984741211,64.01000213623047,63.90999984741211,63.88999938964844,63.88999938964844,260,VWRP.L
2019-09-06,63.95000076293945,63.95000076293945,63.95000076293945,64.1500015258789,64.1500015258789,100,VWRP.L
2019-09-09,64.01000213623047,64.01000213623047,64.01000213623047,63.9900016784668,63.9900016784668,30,VWRP.L
2019-09-10,63.88999938964844,63.88999938964844,63.88999938964844,63.69499969482422,63.69499969482422,15,VWRP.L
2019-09-11,64.36000061035156,64.36000061035156,64.36000061035156,64.36000061035156,64.36000061035156,0,VWRP.L
2019-09-12,64.8499984741211,64.93000030517578,64.58999633789062,64.78500366210938,64.78500366210938,10330,VWRP.L
2019-09-13,64.47000122070312,64.47000122070312,64.47000122070312,64.41500091552734,64.41500091552734,154,VWRP.L
2019-09-16,64.25,64.25,64.25,64.25,64.25,0,VWRP.L
2019-09-17,64.0999984741211,64.0999984741211,63.88999938964844,63.880001068115234,63.880001068115234,701,VWRP.L
2019-09-18,64.1500015258789,64.1500015258789,63.93999862670898,63.86000061035156,63.86000061035156,2191,VWRP.L
